"team_selection1","team_position","team_name","team_points","team_played","team_win","team_draw","team_loss","team_goals_for","team_goals_against"
"2005–06 Bundesliga","10","Borussia Mönchengladbach","42","34","10","12","12","42","50"
"2005–06 Bundesliga","11","Mainz 05","38","34","9","11","14","46","47"
"2005–06 Bundesliga","12","Hannover 96","38","34","7","17","10","43","47"
"2005–06 Bundesliga","13","Arminia Bielefeld","37","34","10","7","17","32","47"
"2005–06 Bundesliga","14","Eintracht Frankfurt","36","34","9","9","16","42","51"
"2005–06 Bundesliga","15","VfL Wolfsburg","34","34","7","13","14","33","55"
"2005–06 Bundesliga","16","1. FC Kaiserslautern","33","34","8","9","17","47","71"
"2005–06 Bundesliga","17","1. FC Köln","30","34","7","9","18","49","71"
"2005–06 Bundesliga","18","MSV Duisburg","27","34","5","12","17","34","63"
"2006–07 Bundesliga","1","VfB Stuttgart","70","34","21","7","6","61","37"
"2006–07 Bundesliga","2","Schalke 04","68","34","21","5","8","53","32"
"2006–07 Bundesliga","3","Werder Bremen","66","34","20","6","8","76","40"
"2006–07 Bundesliga","4","Bayern Munich","60","34","18","6","10","55","40"
"2006–07 Bundesliga","5","Bayer Leverkusen","51","34","15","6","13","54","49"
"2006–07 Bundesliga","6","1. FC Nürnberg","48","34","11","15","8","43","32"
"2006–07 Bundesliga","7","Hamburger SV","45","34","10","15","9","43","37"
"2006–07 Bundesliga","8","VfL Bochum","45","34","13","6","15","49","50"
"2006–07 Bundesliga","9","Borussia Dortmund","44","34","12","8","14","41","43"
"2006–07 Bundesliga","10","Hertha BSC","44","34","12","8","14","50","55"
"2006–07 Bundesliga","11","Hannover 96","44","34","12","8","14","41","50"
"2006–07 Bundesliga","12","Arminia Bielefeld","42","34","11","9","14","47","49"
"2006–07 Bundesliga","13","Energie Cottbus","41","34","11","8","15","38","49"
"2006–07 Bundesliga","14","Eintracht Frankfurt","40","34","9","13","12","46","58"
"2006–07 Bundesliga","15","VfL Wolfsburg","37","34","8","13","13","37","45"
"2006–07 Bundesliga","16","Mainz 05","34","34","8","10","16","34","57"
"2006–07 Bundesliga","17","Alemannia Aachen","34","34","9","7","18","46","70"
"2006–07 Bundesliga","18","Borussia Mönchengladbach","26","34","6","8","20","23","44"
"2007–08 Bundesliga","1","Bayern Munich","76","34","22","10","2","68","21"
"2007–08 Bundesliga","2","Werder Bremen","66","34","20","6","8","75","45"
"2007–08 Bundesliga","3","Schalke 04","64","34","18","10","6","55","32"
"2007–08 Bundesliga","4","Hamburger SV","54","34","14","12","8","47","26"
"2007–08 Bundesliga","5","VfL Wolfsburg","54","34","15","9","10","58","46"
"2007–08 Bundesliga","6","VfB Stuttgart","52","34","16","4","14","57","57"
"2007–08 Bundesliga","7","Bayer Leverkusen","51","34","15","6","13","57","40"
"2007–08 Bundesliga","8","Hannover 96","49","34","13","10","11","54","56"
"2007–08 Bundesliga","9","Eintracht Frankfurt","46","34","12","10","12","43","50"
"2007–08 Bundesliga","10","Hertha BSC","44","34","12","8","14","39","44"
"2007–08 Bundesliga","11","Karlsruher SC","43","34","11","10","13","38","53"
"2007–08 Bundesliga","12","VfL Bochum","41","34","10","11","13","48","54"
"2007–08 Bundesliga","13","Borussia Dortmund","40","34","10","10","14","50","62"
"2007–08 Bundesliga","14","Energie Cottbus","36","34","9","9","16","35","56"
"2007–08 Bundesliga","15","Arminia Bielefeld","34","34","8","10","16","35","60"
"2007–08 Bundesliga","16","1. FC Nürnberg","31","34","7","10","17","35","51"
"2007–08 Bundesliga","17","Hansa Rostock","30","34","8","6","20","30","52"
"2007–08 Bundesliga","18","MSV Duisburg","29","34","8","5","21","36","55"
"2008–09 Bundesliga","1","VfL Wolfsburg","69","34","21","6","7","80","41"
"2008–09 Bundesliga","2","Bayern Munich","67","34","20","7","7","71","42"
"2008–09 Bundesliga","3","VfB Stuttgart","64","34","19","7","8","63","43"
"2008–09 Bundesliga","4","Hertha BSC","63","34","19","6","9","48","41"
"2008–09 Bundesliga","5","Hamburger SV","61","34","19","4","11","49","47"
"2008–09 Bundesliga","6","Borussia Dortmund","59","34","15","14","5","60","37"
"2008–09 Bundesliga","7","1899 Hoffenheim","55","34","15","10","9","63","49"
"2008–09 Bundesliga","8","Schalke 04","50","34","14","8","12","47","35"
"2008–09 Bundesliga","9","Bayer Leverkusen","49","34","14","7","13","59","46"
"2008–09 Bundesliga","10","Werder Bremen","45","34","12","9","13","64","50"
"2008–09 Bundesliga","11","Hannover 96","40","34","10","10","14","49","69"
"2008–09 Bundesliga","12","1. FC Köln","39","34","11","6","17","35","50"
"2008–09 Bundesliga","13","Eintracht Frankfurt","33","34","8","9","17","39","60"
"2008–09 Bundesliga","14","VfL Bochum","32","34","7","11","16","39","55"
"2008–09 Bundesliga","15","Borussia Mönchengladbach","31","34","8","7","19","39","62"
"2008–09 Bundesliga","16","Energie Cottbus","30","34","8","6","20","30","57"
"2008–09 Bundesliga","17","Karlsruher SC","29","34","8","5","21","30","54"
"2008–09 Bundesliga","18","Arminia Bielefeld","28","34","4","16","14","29","56"
"2009–10 Bundesliga","1","Bayern Munich","70","34","20","10","4","72","31"
"2009–10 Bundesliga","2","Schalke 04","65","34","19","8","7","53","31"
"2009–10 Bundesliga","3","Werder Bremen","61","34","17","10","7","71","40"
"2009–10 Bundesliga","4","Bayer Leverkusen","59","34","15","14","5","65","38"
"2009–10 Bundesliga","5","Borussia Dortmund","57","34","16","9","9","54","42"
"2009–10 Bundesliga","6","VfB Stuttgart","55","34","15","10","9","51","41"
"2009–10 Bundesliga","7","Hamburger SV","52","34","13","13","8","56","41"
"2009–10 Bundesliga","8","VfL Wolfsburg","50","34","14","8","12","64","58"
"2009–10 Bundesliga","9","Mainz 05","47","34","12","11","11","36","42"
"2009–10 Bundesliga","10","Eintracht Frankfurt","46","34","12","10","12","47","54"
"2009–10 Bundesliga","11","1899 Hoffenheim","42","34","11","9","14","44","42"
"2009–10 Bundesliga","12","Borussia Mönchengladbach","39","34","10","9","15","43","60"
"2009–10 Bundesliga","13","1. FC Köln","38","34","9","11","14","33","42"
"2009–10 Bundesliga","14","SC Freiburg","35","34","9","8","17","35","59"
"2009–10 Bundesliga","15","Hannover 96","33","34","9","6","19","43","67"
"2009–10 Bundesliga","16","1. FC Nürnberg","31","34","8","7","19","32","58"
"2009–10 Bundesliga","17","VfL Bochum","28","34","6","10","18","33","64"
"2009–10 Bundesliga","18","Hertha BSC","24","34","5","9","20","34","56"
"2010–11 Bundesliga","1","Borussia Dortmund","75","34","23","6","5","67","22"
"2010–11 Bundesliga","2","Bayer Leverkusen","68","34","20","8","6","64","44"
"2010–11 Bundesliga","3","Bayern Munich","65","34","19","8","7","81","40"
"2010–11 Bundesliga","4","Hannover 96","60","34","19","3","12","49","45"
"2010–11 Bundesliga","5","FSV Mainz 05","58","34","18","4","12","52","39"
"2010–11 Bundesliga","6","1. FC Nürnberg","47","34","13","8","13","47","45"
"2010–11 Bundesliga","7","1. FC Kaiserslautern","46","34","13","7","14","48","51"
"2010–11 Bundesliga","8","Hamburger SV","45","34","12","9","13","46","52"
"2010–11 Bundesliga","9","SC Freiburg","44","34","13","5","16","41","50"
"2010–11 Bundesliga","10","1. FC Köln","44","34","13","5","16","47","62"
"2010–11 Bundesliga","11","1899 Hoffenheim","43","34","11","10","13","50","50"
"2010–11 Bundesliga","12","VfB Stuttgart","42","34","12","6","16","60","59"
"2010–11 Bundesliga","13","Werder Bremen","41","34","10","11","13","47","61"
"2010–11 Bundesliga","14","Schalke 04","40","34","11","7","16","38","44"
"2010–11 Bundesliga","15","VfL Wolfsburg","38","34","9","11","14","43","48"
"2010–11 Bundesliga","16","Borussia Mönchengladbach","36","34","10","6","18","48","65"
"2010–11 Bundesliga","17","Eintracht Frankfurt","34","34","9","7","18","31","49"
"2010–11 Bundesliga","18","FC St. Pauli","29","34","8","5","21","35","68"
"2011–12 Bundesliga","1","Borussia Dortmund","81","34","25","6","3","80","25"
"2011–12 Bundesliga","2","Bayern Munich","73","34","23","4","7","77","22"
"2011–12 Bundesliga","3","Schalke 04","64","34","20","4","10","74","44"
"2011–12 Bundesliga","4","Borussia Mönchengladbach","60","34","17","9","8","49","24"
"2011–12 Bundesliga","5","Bayer Leverkusen","54","34","15","9","10","52","44"
"2011–12 Bundesliga","6","VfB Stuttgart","53","34","15","8","11","63","46"
"2011–12 Bundesliga","7","Hannover 96","48","34","12","12","10","41","45"
"2011–12 Bundesliga","8","VfL Wolfsburg","44","34","13","5","16","47","60"
"2011–12 Bundesliga","9","Werder Bremen","42","34","11","9","14","49","58"
"2011–12 Bundesliga","10","1. FC Nürnberg","42","34","12","6","16","38","49"
"2011–12 Bundesliga","11","1899 Hoffenheim","41","34","10","11","13","41","47"
"2011–12 Bundesliga","12","SC Freiburg","40","34","10","10","14","45","61"
"2011–12 Bundesliga","13","FSV Mainz 05","39","34","9","12","13","47","51"
"2011–12 Bundesliga","14","FC Augsburg","38","34","8","14","12","36","49"
"2011–12 Bundesliga","15","Hamburger SV","36","34","8","12","14","35","57"
"2011–12 Bundesliga","16","Hertha BSC","31","34","7","10","17","38","64"
"2011–12 Bundesliga","17","1. FC Köln","30","34","8","6","20","39","75"
"2011–12 Bundesliga","18","1. FC Kaiserslautern","23","34","4","11","19","24","54"
"2012–13 Bundesliga","1","Bayern Munich","91","34","29","4","1","98","18"
"2012–13 Bundesliga","2","Borussia Dortmund","66","34","19","9","6","81","42"
"2012–13 Bundesliga","3","Bayer Leverkusen","65","34","19","8","7","65","39"
"2012–13 Bundesliga","4","Schalke 04","55","34","16","7","11","58","50"
"2012–13 Bundesliga","5","SC Freiburg","51","34","14","9","11","45","40"
"2012–13 Bundesliga","6","Eintracht Frankfurt","51","34","14","9","11","49","46"
"2012–13 Bundesliga","7","Hamburger SV","48","34","14","6","14","42","53"
"2012–13 Bundesliga","8","Borussia Mönchengladbach","47","34","12","11","11","45","49"
"2012–13 Bundesliga","9","Hannover 96","45","34","13","6","15","60","62"
"2012–13 Bundesliga","10","1. FC Nürnberg","44","34","11","11","12","39","47"
"2012–13 Bundesliga","11","VfL Wolfsburg","43","34","10","13","11","47","52"
"2012–13 Bundesliga","12","VfB Stuttgart","43","34","12","7","15","37","55"
"2012–13 Bundesliga","13","Mainz 05","42","34","10","12","12","42","44"
"2012–13 Bundesliga","14","Werder Bremen","34","34","8","10","16","50","66"
"2012–13 Bundesliga","15","FC Augsburg","33","34","8","9","17","33","51"
"2012–13 Bundesliga","16","1899 Hoffenheim","31","34","8","7","19","42","67"
"2012–13 Bundesliga","17","Fortuna Düsseldorf","30","34","7","9","18","39","57"
"2012–13 Bundesliga","18","SpVgg Greuther Fürth","21","34","4","9","21","26","60"
"2013–14 Bundesliga","1","Bayern","90","34","29","3","2","94","23"
"2013–14 Bundesliga","2","Borussia Dortmund","71","34","22","5","7","80","38"
"2013–14 Bundesliga","3","Schalke 04","64","34","19","7","8","63","43"
"2013–14 Bundesliga","4","Bayer Leverkusen","61","34","19","4","11","60","41"
"2013–14 Bundesliga","5","VfL Wolfsburg","60","34","18","6","10","63","50"
"2013–14 Bundesliga","6","Borussia Mönchengladbach","55","34","16","7","11","59","43"
"2013–14 Bundesliga","7","Mainz 05","53","34","16","5","13","52","54"
"2013–14 Bundesliga","8","FC Augsburg","52","34","15","7","12","47","47"
"2013–14 Bundesliga","9","1899 Hoffenheim","44","34","11","11","12","72","70"
"2013–14 Bundesliga","10","Hannover 96","42","34","12","6","16","46","59"
"2013–14 Bundesliga","11","Hertha BSC","41","34","11","8","15","40","48"
"2013–14 Bundesliga","12","Werder Bremen","39","34","10","9","15","42","66"
"2013–14 Bundesliga","13","Eintracht Frankfurt","36","34","9","9","16","40","57"
"2013–14 Bundesliga","14","SC Freiburg","36","34","9","9","16","43","61"
"2013–14 Bundesliga","15","VfB Stuttgart","32","34","8","8","18","49","62"
"2013–14 Bundesliga","16","Hamburger SV","27","34","7","6","21","51","75"
"2013–14 Bundesliga","17","1. FC Nürnberg","26","34","5","11","18","37","70"
"2013–14 Bundesliga","18","Eintracht Braunschweig","25","34","6","7","21","29","60"
"2014–15 Bundesliga","1","Bayern Munich","79","34","25","4","5","80","18"
"2014–15 Bundesliga","2","VfL Wolfsburg","69","34","20","9","5","72","38"
"2014–15 Bundesliga","3","Borussia Mönchengladbach","66","34","19","9","6","53","26"
"2014–15 Bundesliga","4","Bayer Leverkusen","61","34","17","10","7","62","37"
"2014–15 Bundesliga","5","FC Augsburg","49","34","15","4","15","43","43"
"2014–15 Bundesliga","6","Schalke 04","48","34","13","9","12","42","40"
"2014–15 Bundesliga","7","Borussia Dortmund","46","34","13","7","14","47","42"
"2014–15 Bundesliga","8","1899 Hoffenheim","44","34","12","8","14","49","55"
"2014–15 Bundesliga","9","Eintracht Frankfurt","43","34","11","10","13","56","62"
"2014–15 Bundesliga","10","Werder Bremen","43","34","11","10","13","50","65"
"2014–15 Bundesliga","11","FSV Mainz 05","40","34","9","13","12","45","47"
"2014–15 Bundesliga","12","1. FC Köln","40","34","9","13","12","34","40"
"2014–15 Bundesliga","13","Hannover 96","37","34","9","10","15","40","56"
"2014–15 Bundesliga","14","VfB Stuttgart","36","34","9","9","16","42","60"
"2014–15 Bundesliga","15","Hertha BSC","35","34","9","8","17","36","52"
"2014–15 Bundesliga","16","Hamburger SV","35","34","9","8","17","25","50"
"2014–15 Bundesliga","17","SC Freiburg","34","34","7","13","14","36","47"
"2014–15 Bundesliga","18","SC Paderborn 07","31","34","7","10","17","31","65"
"2015–16 Bundesliga","1","Bayern Munich","88","34","28","4","2","80","17"
"2015–16 Bundesliga","2","Borussia Dortmund","78","34","24","6","4","82","34"
"2015–16 Bundesliga","3","Bayer Leverkusen","60","34","18","6","10","56","40"
"2015–16 Bundesliga","4","Borussia Mönchengladbach","55","34","17","4","13","67","50"
"2015–16 Bundesliga","5","Schalke 04","52","34","15","7","12","51","49"
"2015–16 Bundesliga","6","Mainz 05","50","34","14","8","12","46","42"
"2015–16 Bundesliga","7","Hertha BSC","50","34","14","8","12","42","42"
"2015–16 Bundesliga","8","VfL Wolfsburg","45","34","12","9","13","47","49"
"2015–16 Bundesliga","9","1. FC Köln","43","34","10","13","11","38","42"
"2015–16 Bundesliga","10","Hamburger SV","41","34","11","8","15","40","46"
"2015–16 Bundesliga","11","FC Ingolstadt","40","34","10","10","14","33","42"
"2015–16 Bundesliga","12","FC Augsburg","38","34","9","11","14","42","52"
"2015–16 Bundesliga","13","Werder Bremen","38","34","10","8","16","50","65"
"2015–16 Bundesliga","14","Darmstadt 98","38","34","9","11","14","38","53"
"2015–16 Bundesliga","15","1899 Hoffenheim","37","34","9","10","15","39","54"
"2015–16 Bundesliga","16","Eintracht Frankfurt","36","34","9","9","16","34","52"
"2015–16 Bundesliga","17","VfB Stuttgart","33","34","9","6","19","50","75"
"2015–16 Bundesliga","18","Hannover 96","25","34","7","4","23","31","62"
"2016–17 Bundesliga","1","Bayern Munich","82","34","25","7","2","89","22"
"2016–17 Bundesliga","2","RB Leipzig","67","34","20","7","7","66","39"
"2016–17 Bundesliga","3","Borussia Dortmund","64","34","18","10","6","72","40"
"2016–17 Bundesliga","4","1899 Hoffenheim","62","34","16","14","4","64","37"
"2016–17 Bundesliga","5","1. FC Köln","49","34","12","13","9","51","42"
"2016–17 Bundesliga","6","Hertha BSC","49","34","15","4","15","43","47"
"2016–17 Bundesliga","7","SC Freiburg","48","34","14","6","14","42","60"
"2016–17 Bundesliga","8","Werder Bremen","45","34","13","6","15","61","64"
"2016–17 Bundesliga","9","Borussia Mönchengladbach","45","34","12","9","13","45","49"
"2016–17 Bundesliga","10","Schalke 04","43","34","11","10","13","45","40"
"2016–17 Bundesliga","11","Eintracht Frankfurt","42","34","11","9","14","36","43"
"2016–17 Bundesliga","12","Bayer Leverkusen","41","34","11","8","15","53","55"
"2016–17 Bundesliga","13","FC Augsburg","38","34","9","11","14","35","51"
"2016–17 Bundesliga","14","Hamburger SV","38","34","10","8","16","33","61"
"2016–17 Bundesliga","15","Mainz 05","37","34","10","7","17","44","55"
"2016–17 Bundesliga","16","VfL Wolfsburg","37","34","10","7","17","34","52"
"2016–17 Bundesliga","17","FC Ingolstadt","32","34","8","8","18","36","57"
"2016–17 Bundesliga","18","Darmstadt 98","25","34","7","4","23","28","63"
"2017–18 Bundesliga","1","Bayern Munich","84","34","27","3","4","92","28"
"2017–18 Bundesliga","2","Schalke 04","63","34","18","9","7","53","37"
"2017–18 Bundesliga","3","1899 Hoffenheim","55","34","15","10","9","66","48"
"2017–18 Bundesliga","4","Borussia Dortmund","55","34","15","10","9","64","47"
"2017–18 Bundesliga","5","Bayer Leverkusen","55","34","15","10","9","58","44"
"2017–18 Bundesliga","6","RB Leipzig","53","34","15","8","11","57","53"
"2017–18 Bundesliga","7","VfB Stuttgart","51","34","15","6","13","36","36"
"2017–18 Bundesliga","8","Eintracht Frankfurt","49","34","14","7","13","45","45"
"2017–18 Bundesliga","9","Borussia Mönchengladbach","47","34","13","8","13","47","52"
"2017–18 Bundesliga","10","Hertha BSC","43","34","10","13","11","43","46"
"2017–18 Bundesliga","11","Werder Bremen","42","34","10","12","12","37","40"
"2017–18 Bundesliga","12","FC Augsburg","41","34","10","11","13","43","46"
"2017–18 Bundesliga","13","Hannover 96","39","34","10","9","15","44","54"
"2017–18 Bundesliga","14","Mainz 05","36","34","9","9","16","38","52"
"2017–18 Bundesliga","15","SC Freiburg","36","34","8","12","14","32","56"
"2017–18 Bundesliga","16","VfL Wolfsburg","33","34","6","15","13","36","48"
"2017–18 Bundesliga","17","Hamburger SV","31","34","8","7","19","29","53"
"2017–18 Bundesliga","18","1. FC Köln","22","34","5","7","22","35","70"
"2018–19 Bundesliga","1","Bayern Munich","78","34","24","6","4","88","32"
"2018–19 Bundesliga","2","Borussia Dortmund","76","34","23","7","4","81","44"
"2018–19 Bundesliga","3","RB Leipzig","66","34","19","9","6","63","29"
"2018–19 Bundesliga","4","Bayer Leverkusen","58","34","18","4","12","69","52"
"2018–19 Bundesliga","5","Borussia Mönchengladbach","55","34","16","7","11","55","42"
"2018–19 Bundesliga","6","VfL Wolfsburg","55","34","16","7","11","62","50"
"2018–19 Bundesliga","7","Eintracht Frankfurt","54","34","15","9","10","60","48"
"2018–19 Bundesliga","8","Werder Bremen","53","34","14","11","9","58","49"
"2018–19 Bundesliga","9","1899 Hoffenheim","51","34","13","12","9","70","52"
"2018–19 Bundesliga","10","Fortuna Düsseldorf","44","34","13","5","16","49","65"
"2018–19 Bundesliga","11","Hertha BSC","43","34","11","10","13","49","57"
"2018–19 Bundesliga","12","Mainz 05","43","34","12","7","15","46","57"
"2018–19 Bundesliga","13","SC Freiburg","36","34","8","12","14","46","61"
"2018–19 Bundesliga","14","Schalke 04","33","34","8","9","17","37","55"
"2018–19 Bundesliga","15","FC Augsburg","32","34","8","8","18","51","71"
"2018–19 Bundesliga","16","VfB Stuttgart","28","34","7","7","20","32","70"
"2018–19 Bundesliga","17","Hannover 96","21","34","5","6","23","31","71"
"2018–19 Bundesliga","18","1. FC Nürnberg","19","34","3","10","21","26","68"
"2019–20 Bundesliga","1","Bayern Munich","82","34","26","4","4","100","32"
"2019–20 Bundesliga","2","Borussia Dortmund","69","34","21","6","7","84","41"
"2019–20 Bundesliga","3","RB Leipzig","66","34","18","12","4","81","37"
"2019–20 Bundesliga","4","Borussia Mönchengladbach","65","34","20","5","9","66","40"
"2019–20 Bundesliga","5","Bayer Leverkusen","63","34","19","6","9","61","44"
"2019–20 Bundesliga","6","1899 Hoffenheim","52","34","15","7","12","53","53"
"2019–20 Bundesliga","7","VfL Wolfsburg","49","34","13","10","11","48","46"
"2019–20 Bundesliga","8","SC Freiburg","48","34","13","9","12","48","47"
"2019–20 Bundesliga","9","Eintracht Frankfurt","45","34","13","6","15","59","60"
"2019–20 Bundesliga","10","Hertha BSC","41","34","11","8","15","48","59"
"2019–20 Bundesliga","11","Union Berlin","41","34","12","5","17","41","58"
"2019–20 Bundesliga","12","Schalke 04","39","34","9","12","13","38","58"
"2019–20 Bundesliga","13","Mainz 05","37","34","11","4","19","44","65"
"2019–20 Bundesliga","14","1. FC Köln","36","34","10","6","18","51","69"
"2019–20 Bundesliga","15","FC Augsburg","36","34","9","9","16","45","63"
"2019–20 Bundesliga","16","Werder Bremen","31","34","8","7","19","42","69"
"2019–20 Bundesliga","17","Fortuna Düsseldorf","30","34","6","12","16","36","67"
"2019–20 Bundesliga","18","SC Paderborn","20","34","4","8","22","37","74"